id,condition,seed,prompt_hash,steps,completion_tokens,e2e_seconds,decoder_seconds,prefix_encoding_seconds,sensitivity_update_seconds,repeat,mode
ruler4k/ruler_4096_niah_multikey_1_p0110,T_s70,42,0e985d0395cfd78473b765322e48855d9338f4292cc653dc4921ddd64e7aa6aa,7,"[100, 45518, 107, 101, 818, 2803, 15236, 1548, 573, 43695, 2003, 236772, 129676, 6950, 528, 506, 1816, 563, 5213, 236800, 236828, 236825, 236810, 236810, 236810, 236819, 84750, 1]",0.789994064019993,,,,0,e2e
ruler4k/ruler_4096_niah_multikey_1_p0115,T_s70,42,eb7e20f6e8cd8787f1bdc6806bf396684517cb30e9a27351d0804cd4226948a7,5,"[100, 45518, 107, 101, 818, 2803, 15236, 1548, 573, 37253, 236772, 117802, 522, 6950, 528, 506, 1816, 563, 5213, 236800, 236832, 236800, 236800, 236800, 236812, 236828, 84750, 1]",0.6426796580199152,,,,0,e2e
ruler4k/ruler_4096_niah_multikey_1_p0124,T_s70,42,813f07f91b5e61c369a986a6e0af49e8d31e8f836d6b80546513c9d17c4a822d,5,"[100, 45518, 107, 101, 818, 2803, 15236, 1548, 573, 21608, 236772, 120669, 6950, 528, 506, 1816, 563, 5213, 236770, 236812, 236770, 236800, 236800, 236770, 236771, 84750, 1]",0.6348534210119396,,,,0,e2e
ruler4k/ruler_4096_niah_multikey_1_p0138,T_s70,42,7458699c703be6ff351e77d62d5262b50c1c149ddc8ff259fe40054e25393e9d,7,"[100, 45518, 107, 101, 818, 2803, 15236, 1548, 573, 26419, 236772, 548, 21669, 658, 6950, 528, 506, 1816, 563, 5213, 236810, 236828, 236832, 236800, 236810, 236810, 236778, 84750, 1]",1.292153880931437,,,,0,e2e
ruler4k/ruler_4096_niah_multikey_2_p0155,T_s70,42,89c401d63e557be37a2c9112dd8f8a9a5b86a1a4ddfef2bb152e3d3624581de6,5,"[100, 45518, 107, 101, 818, 2803, 15236, 1548, 573, 17462, 236772, 85005, 638, 563, 236743, 236800, 236832, 236771, 236819, 236832, 236810, 236810, 236761, 1]",0.6847970639355481,,,,0,e2e
ruler4k/ruler_4096_niah_multikey_2_p0155,T_s70,42,89c401d63e557be37a2c9112dd8f8a9a5b86a1a4ddfef2bb152e3d3624581de6,5,"[100, 45518, 107, 101, 818, 2803, 15236, 1548, 573, 17462, 236772, 85005, 638, 563, 236743, 236800, 236832, 236771, 236819, 236832, 236810, 236810, 236761, 1]",0.6877545521128923,0.3568433303833008,0.25695095825195313,0.008872064020484686,0,profile
ruler4k/ruler_4096_niah_multikey_2_p0187,T_s70,42,b2b7c440a1d1925f2db27831d670136208061acf4309c804e48710e2e2b096ba,5,"[100, 45518, 107, 101, 818, 2803, 15236, 1548, 573, 205781, 236772, 79773, 563, 236743, 236778, 236828, 236771, 236800, 236825, 236810, 236810, 236761, 1]",0.6668849701527506,,,,0,e2e
ruler4k/ruler_4096_niah_multikey_2_p0199,T_s70,42,113cceb69e7cad1008b8faca879924601c4493030f01c185a0c143d1e35b5dec,5,"[100, 45518, 107, 101, 818, 2803, 15236, 1548, 573, 17524, 19256, 236772, 29345, 563, 236743, 236812, 236828, 236771, 236810, 236800, 236812, 236812, 236761, 1]",0.6408838459756225,,,,0,e2e
ruler4k/ruler_4096_niah_multikey_2_p0172,T_s70,42,299c5ce6f3b0ebeed623c66095efe93c8d28ff455696651e7a173c70f736ed2b,5,"[100, 45518, 107, 101, 818, 2803, 15236, 1548, 573, 5497, 236772, 214889, 563, 236743, 236832, 236812, 236819, 236778, 236770, 236778, 236771, 236761, 1]",0.6798051930963993,,,,0,e2e
ruler4k/ruler_4096_niah_multikey_2_p0160,T_s70,42,3652c8d513a6b1df9c2e8e3b8ed23eb74cdf168726c457745e5244234b8ac1da,6,"[100, 45518, 107, 101, 818, 2803, 15236, 1548, 573, 21150, 12151, 236772, 17911, 586, 1934, 563, 236743, 236819, 236771, 236825, 236770, 236771, 236800, 236819, 236761, 1]",0.7642493629828095,,,,0,e2e
ruler4k/ruler_4096_niah_multikey_2_p0192,T_s70,42,263394c74e36959c503d578504af247e8f4cf5cb7580ad67bfb1f10c4be191d4,5,"[100, 45518, 107, 101, 818, 15236, 1548, 573, 11557, 66632, 236772, 202838, 563, 236743, 236819, 236825, 236819, 236828, 236771, 236832, 236778, 236761, 1]",0.6884328320156783,,,,0,e2e
ruler4k/ruler_4096_niah_multikey_2_p0191,T_s70,42,f412410977db6e493a67db293bc7d42ac0dd4318b396cfb4c964979dd3893c60,6,"[100, 45518, 107, 101, 818, 2803, 15236, 1548, 573, 2611, 236772, 201902, 984, 563, 236743, 236778, 236800, 236819, 236810, 236770, 236819, 236770, 236761, 1]",0.765095375943929,,,,0,e2e
ruler4k/ruler_4096_niah_multikey_2_p0186,T_s70,42,9a6750843eef9b6a259296690d489f907f8cadc16f29aedbb8d0492512c00168,5,"[100, 45518, 107, 101, 818, 2803, 15236, 1548, 573, 4532, 236772, 7569, 9340, 563, 236743, 236810, 236771, 236810, 236771, 236800, 236771, 236812, 236761, 1]",1.1635104920715094,,,,0,e2e
ruler4k/ruler_4096_niah_multikey_2_p0188,T_s70,42,79511fa19beeb3d6933bfe7327175585524e911f7a0f81655720b2aca3a0ba0c,5,"[100, 45518, 107, 101, 818, 2803, 15236, 1548, 573, 166634, 236772, 120361, 10943, 563, 236743, 236812, 236828, 236832, 236770, 236770, 236828, 236810, 236761, 1]",0.6820305958390236,,,,0,e2e
ruler4k/ruler_4096_niah_multikey_2_p0195,T_s70,42,f723391fa64b17bbbd3fe15c5144633074bdb872e8e5510aa6f7047e55cb924d,6,"[100, 45518, 107, 101, 818, 15236, 1548, 573, 513, 17512, 236772, 8697, 563, 236743, 236800, 236810, 236828, 236828, 236770, 236832, 236770, 236761, 1]",0.7640015059150755,,,,0,e2e
ruler4k/ruler_4096_niah_multikey_3_p0221,T_s70,42,f8dd0f93eb33e91a61cf7fab499ffd7585047ae2afcf9f0d1a3160fd4341ed35,5,"[100, 45518, 107, 101, 818, 2803, 15236, 53817, 573, 236743, 236832, 236763, 236810, 236753, 236778, 736, 236770, 236772, 236819, 236800, 236828, 236800, 236772, 236812, 236744, 236771, 236744, 236772, 236819, 236825, 236828, 236755, 236772, 236800, 236828, 236770, 236770, 236744, 236800, 236753, 236828, 236812, 236744, 236770, 236810, 563, 505, 236770, 236778, 236825, 236832, 161989, 236772, 236825, 236771, 236825, 236755, 236772, 236812, 236744, 236800, 236778, 236772, 2448, 236828, 236828, 236772, 236778, 236800, 236810, 236800, 196731, 236832, 236812, 736, 236755, 236761, 106]",0.6789196799509227,,,,0,e2e
ruler4k/ruler_4096_niah_multikey_3_p0221,T_s70,42,f8dd0f93eb33e91a61cf7fab499ffd7585047ae2afcf9f0d1a3160fd4341ed35,5,"[100, 45518, 107, 101, 818, 2803, 15236, 53817, 573, 236743, 236832, 236763, 236810, 236753, 236778, 736, 236770, 236772, 236819, 236800, 236828, 236800, 236772, 236812, 236744, 236771, 236744, 236772, 236819, 236825, 236828, 236755, 236772, 236800, 236828, 236770, 236770, 236744, 236800, 236753, 236828, 236812, 236744, 236770, 236810, 563, 505, 236770, 236778, 236825, 236832, 161989, 236772, 236825, 236771, 236825, 236755, 236772, 236812, 236744, 236800, 236778, 236772, 2448, 236828, 236828, 236772, 236778, 236800, 236810, 236800, 196731, 236832, 236812, 736, 236755, 236761, 106]",0.6868331748992205,0.3609596176147461,0.25390077209472656,0.0089645439311862,0,profile
ruler4k/ruler_4096_niah_multikey_3_p0247,T_s70,42,ae30df60444546e8777ee802f719cfae5dfe7ceae7b8f13f46e9b409ea28a312,6,"[100, 45518, 107, 101, 818, 2803, 15236, 53817, 573, 43647, 236770, 3864, 236832, 236800, 236755, 236772, 524, 236832, 236755, 236772, 236812, 236810, 236771, 236771, 236772, 236763, 236800, 236746, 236770, 236772, 236770, 11038, 236828, 236832, 236760, 10882, 236828, 236744, 236771, 236753, 563, 236743, 236819, 236753, 236812, 236800, 236744, 236810, 236755, 236770, 236772, 236828, 236832, 236746, 236828, 236772, 236812, 236832, 236832, 236810, 236772, 236819, 17027, 236770, 236772, 236800, 236819, 236778, 236778, 236810, 236778, 236819, 236832, 893, 236810, 236760, 236761, 1]",0.7408520949538797,,,,0,e2e
ruler4k/ruler_4096_niah_multikey_3_p0222,T_s70,42,eafa5bd73b366cbcac052d45d993a4d8f72a6c7cc5293a69af6f1fc6b7e44b91,5,"[100, 45518, 107, 101, 818, 2803, 15236, 53817, 573, 236743, 236812, 236760, 236812, 236819, 236812, 236771, 236828, 236778, 236772, 236800, 18708, 236819, 236772, 236812, 5742, 236771, 236772, 236746, 236825, 236825, 236760, 236772, 236760, 236832, 236755, 236812, 236819, 41222, 236832, 236770, 236753, 236832, 563, 496, 236778, 1650, 30015, 236771, 236760, 236772, 236819, 236744, 236770, 236778, 236772, 236812, 236770, 236778, 236760, 236772, 236828, 236825, 236828, 236800, 236772, 1650, 236825, 236800, 236744, 236819, 1641, 236819, 236832, 236800, 236763, 236761, 106]",0.6916739188600332,,,,0,e2e
ruler4k/ruler_4096_niah_multikey_3_p0203,T_s70,42,42be70ae1b5d7d8f2d25f41c1ea6c5bef44467fb3821001bd8239e7cbf7d5825,7,"[100, 45518, 107, 101, 818, 2803, 15236, 53817, 573, 236743, 236812, 236746, 236810, 1926, 236832, 236810, 236810, 236772, 236771, 9236, 236778, 236772, 236812, 236763, 236819, 236825, 236772, 236819, 236810, 236778, 236744, 236772, 236763, 236771, 236828, 236832, 236832, 236832, 524, 236770, 236832, 236810, 236778, 563, 236743, 236778, 236832, 236832, 236753, 236810, 236753, 588, 236772, 9236, 236832, 236828, 236772, 236812, 236828, 236828, 236800, 236772, 2448, 236800, 236832, 236772, 236755, 236810, 236771, 236800, 236778, 1499, 236812, 236770, 236819, 236812, 236761, 1]",0.8369286200031638,,,,0,e2e
ruler4k/ruler_4096_niah_multikey_3_p0249,T_s70,42,4fffd45bb8c613b3c496fa0e52293424834107c78eb86377039d4bc2eafbc7c9,7,"[100, 45518, 107, 101, 818, 2803, 15236, 53817, 573, 496, 236771, 236755, 236832, 236832, 236746, 236778, 236760, 236772, 1650, 236763, 236828, 236772, 236812, 236760, 236819, 236770, 236772, 236828, 236744, 236812, 236760, 236772, 236771, 236828, 236778, 236828, 236819, 236832, 236755, 236770, 236770, 236771, 236763, 236812, 563, 236743, 236778, 236778, 236810, 236763, 236819, 236753, 236832, 236744, 236772, 236763, 236832, 236828, 236763, 236772, 236812, 236744, 236825, 236760, 236772, 236763, 236800, 236760, 236770, 236772, 236825, 236763, 236812, 236828, 30015, 236812, 236770, 236755, 236800, 236760, 236819, 236761, 106]",0.8262602060567588,,,,0,e2e
ruler4k/ruler_4096_niah_multikey_3_p0201,T_s70,42,16107492e0e1f5f3e241995fd2634504edd00904c0e19d725ab3ae560a6060fb,6,"[100, 45518, 107, 101, 818, 2803, 15236, 53817, 573, 20282, 236770, 236810, 236812, 767, 236778, 236772, 236819, 236819, 236755, 236771, 236772, 236812, 236800, 552, 236772, 596, 236819, 236744, 236772, 236828, 236828, 236810, 236770, 236744, 236778, 236778, 236771, 184968, 236825, 563, 236743, 236828, 236832, 552, 236812, 236755, 236832, 236760, 236772, 156665, 236828, 236772, 236812, 236778, 236828, 236755, 236772, 236763, 236770, 236828, 236778, 236772, 236819, 236771, 236832, 236744, 236812, 236819, 236800, 236828, 236770, 236778, 236825, 236819, 236761, 106]",2.0394886238500476,,,,0,e2e
ruler4k/ruler_4096_niah_multikey_3_p0242,T_s70,42,f4329a354710003262cadef688f726df03362adeb32aba2eb7809f02e2dabbc4,7,"[100, 45518, 107, 101, 818, 2803, 15236, 53817, 573, 41698, 7393, 236771, 236778, 236770, 236825, 236772, 236763, 236810, 236800, 236810, 236772, 236812, 236778, 236760, 236770, 236772, 236746, 236832, 236771, 236832, 236772, 236810, 23976, 236810, 236812, 236778, 236819, 236770, 236828, 236812, 236812, 563, 513, 236832, 236800, 236753, 236778, 236753, 236770, 236771, 236772, 2448, 17027, 236772, 236812, 236825, 236825, 236810, 236772, 236746, 236825, 236825, 236755, 236772, 236800, 149009, 236810, 236753, 10676, 236753, 236770, 236744, 236770, 236761, 1]",0.8380027108360082,,,,0,e2e
ruler4k/ruler_4096_niah_multikey_3_p0217,T_s70,42,bca3327d5aa55bfa3ccd0ea2c83739a1ada8873e873741e3e1c46d10abffdb66,6,"[100, 45518, 107, 101, 818, 2803, 15236, 53817, 573, 4549, 236825, 236763, 236828, 236810, 236800, 236778, 236772, 236778, 236825, 236800, 236770, 236772, 236812, 236744, 236832, 236828, 236772, 17027, 236778, 236770, 236772, 236770, 236800, 236753, 236800, 236744, 9511, 236746, 236828, 9579, 563, 517, 236819, 3604, 236812, 236746, 236800, 236825, 236772, 236825, 236771, 1553, 236772, 236812, 17027, 236778, 236772, 236763, 236832, 236771, 236819, 236772, 236800, 236746, 596, 236770, 236770, 236810, 236832, 236810, 236760, 236771, 236746, 236761, 106]",0.7437860919162631,,,,0,e2e
ruler4k/ruler_4096_niah_multikey_3_p0218,T_s70,42,5ee3579138079a2a3bf406113e49449c5c5486254c73d9d817ae3a58005386ba,7,"[100, 45518, 107, 101, 818, 2803, 15236, 53817, 573, 236743, 236828, 236800, 236810, 3864, 236753, 236770, 236746, 236772, 236832, 236832, 236812, 236810, 236772, 236812, 236825, 236800, 236753, 236772, 236763, 236832, 236770, 236832, 236772, 236812, 236828, 236778, 123125, 236812, 236746, 236770, 236810, 236819, 236800, 563, 236743, 236800, 236825, 236755, 236825, 236828, 236828, 236825, 236746, 236772, 236812, 236770, 236800, 236760, 236772, 236812, 236819, 236744, 236819, 236772, 7589, 236778, 236800, 236772, 236825, 236800, 236819, 236828, 236770, 236825, 552, 236810, 236746, 236810, 236753, 236761, 106]",0.8438146871048957,,,,0,e2e
ruler4k/ruler_4096_niah_multikey_3_p0229,T_s70,42,80d5e6407cd842e86d45150d8235f8b98caef2804f44689d318f633c844232fe,5,"[100, 45518, 107, 101, 818, 2803, 15236, 53817, 573, 513, 736, 236810, 236810, 236778, 236763, 236810, 236772, 236810, 236746, 236812, 236770, 236772, 236812, 236800, 236771, 236832, 236772, 236746, 236778, 1172, 236772, 236771, 236832, 236810, 236800, 236778, 236800, 236771, 236832, 236832, 236800, 736, 563, 236743, 236800, 1553, 236800, 236755, 236771, 236810, 236770, 236772, 236770, 236771, 236755, 236832, 236772, 236812, 553, 236770, 236772, 553, 236828, 236755, 236772, 236800, 236812, 236760, 236800, 236828, 236770, 236771, 236812, 236771, 236771, 236819, 236819, 236761, 106]",0.6772142939735204,,,,0,e2e
ruler4k/ruler_4096_niah_multivalue_p0333,T_s70,42,cfb1f9c8c983a092c4fca7359d982b505400235942aa329a6b04f4b4ad3769ed,6,"[100, 45518, 107, 101, 818, 2803, 15236, 4945, 573, 51431, 507, 1876, 236772, 3147, 6950, 528, 506, 1816, 659, 236787, 108, 236829, 139, 1018, 236812, 236810, 236800, 236810, 236812, 236810, 236800, 1018, 107, 236829, 139, 1018, 236810, 236800, 236832, 236770, 236800, 236832, 236770, 1018, 107, 236829, 139, 1018, 236810, 236812, 236812, 236825, 236770, 236825, 236819, 1018, 107, 236829, 139, 1018, 236812, 236828, 236812, 236800, 236819, 236810, 236828, 1018, 106]",0.718972431961447,,,,0,e2e
ruler4k/ruler_4096_niah_multivalue_p0333,T_s70,42,cfb1f9c8c983a092c4fca7359d982b505400235942aa329a6b04f4b4ad3769ed,6,"[100, 45518, 107, 101, 818, 2803, 15236, 4945, 573, 51431, 507, 1876, 236772, 3147, 6950, 528, 506, 1816, 659, 236787, 108, 236829, 139, 1018, 236812, 236810, 236800, 236810, 236812, 236810, 236800, 1018, 107, 236829, 139, 1018, 236810, 236800, 236832, 236770, 236800, 236832, 236770, 1018, 107, 236829, 139, 1018, 236810, 236812, 236812, 236825, 236770, 236825, 236819, 1018, 107, 236829, 139, 1018, 236812, 236828, 236812, 236800, 236819, 236810, 236828, 1018, 106]",0.7117983549833298,0.42195267486572263,0.20981639099121094,0.010702304048463703,0,profile
ruler4k/ruler_4096_niah_multivalue_p0323,T_s70,42,6cfcc849348a08389dfd9360dc35be5045e03b2545c0238142e0d33500b579b2,6,"[100, 45518, 107, 101, 818, 2803, 15236, 4945, 573, 165681, 236772, 147916, 6950, 528, 506, 1816, 659, 236787, 108, 236829, 139, 1018, 236828, 236832, 236825, 236800, 236810, 236810, 236810, 1018, 107, 236829, 139, 1018, 236819, 236828, 236825, 236770, 236800, 236771, 236828, 1018, 107, 236829, 139, 1018, 236832, 236771, 236812, 236812, 236832, 236800, 236832, 1018, 107, 236829, 139, 1018, 236819, 236778, 236770, 236832, 236825, 236825, 236771, 1018, 106]",0.7199836228974164,,,,0,e2e
ruler4k/ruler_4096_niah_multivalue_p0301,T_s70,42,acf8258c21c0101725c9812e9febb8400cb26d111c5ff99a5e9f9c5ce5c9cf1a,5,"[100, 45518, 107, 101, 818, 2803, 15236, 4945, 573, 41519, 236772, 45601, 6950, 528, 506, 1816, 659, 236787, 108, 236829, 139, 1018, 236800, 236828, 236771, 236771, 236812, 236812, 236828, 1018, 107, 236829, 139, 1018, 236778, 236778, 236812, 236800, 236770, 236825, 236812, 1018, 107, 236829, 139, 1018, 236800, 236832, 236770, 236819, 236825, 236770, 236770, 1018, 107, 236829, 139, 1018, 236778, 236828, 236810, 236828, 236810, 236812, 236771, 1018, 106]",0.6421460770070553,,,,0,e2e
ruler4k/ruler_4096_niah_multivalue_p0341,T_s70,42,28db1d98fca3a475372b00bf02bcfe115a530b792736a1c023bb7c2c3b5deccd,7,"[100, 45518, 107, 101, 818, 2803, 15236, 4945, 573, 171795, 236772, 16599, 6950, 528, 506, 1816, 659, 236787, 108, 236829, 139, 1018, 236832, 236819, 236812, 236810, 236810, 236771, 236828, 1018, 107, 236829, 139, 1018, 236778, 236832, 236832, 236832, 236832, 236771, 236771, 1018, 107, 236829, 139, 1018, 236800, 236819, 236770, 236819, 236771, 236828, 236800, 1018, 107, 236829, 139, 1018, 236825, 236812, 236778, 236812, 236819, 236832, 236819, 1018, 106]",2.129260281100869,,,,0,e2e
ruler4k/ruler_4096_niah_multivalue_p0338,T_s70,42,491956a4b5522d0af0ef17f13a2168ed7f82fd3c6976f2f140ee4a55d5754914,6,"[100, 45518, 107, 101, 818, 2803, 15236, 4945, 573, 41377, 236772, 87676, 6950, 528, 506, 1816, 659, 236787, 108, 236829, 139, 1018, 236778, 236771, 236828, 236819, 236770, 236825, 236812, 1018, 107, 236829, 139, 1018, 236812, 236832, 236819, 236825, 236832, 236800, 236832, 1018, 107, 236829, 139, 1018, 236832, 236828, 236800, 236778, 236778, 236828, 236778, 1018, 107, 236829, 139, 1018, 236828, 236832, 236819, 236832, 236825, 236778, 236825, 1018, 106]",0.718067925889045,,,,0,e2e
ruler4k/ruler_4096_niah_multivalue_p0306,T_s70,42,1a44769372eb079188f4a23cd39ba56394aae391ba10dbedf1a7fc3fb6a65f87,7,"[100, 45518, 107, 101, 818, 2803, 15236, 4945, 573, 61673, 236772, 10740, 6950, 528, 506, 1816, 659, 236787, 108, 236829, 139, 1018, 236778, 236810, 236810, 236832, 236810, 236778, 236812, 1018, 107, 236829, 139, 1018, 236832, 236825, 236825, 236828, 236832, 236832, 236770, 1018, 107, 236829, 139, 1018, 236819, 236812, 236778, 236828, 236825, 236819, 236828, 1018, 107, 236829, 139, 1018, 236778, 236819, 236810, 236771, 236770, 236812, 236819, 1018, 106]",0.7936044170055538,,,,0,e2e
ruler4k/ruler_4096_niah_multivalue_p0329,T_s70,42,9ea03ab697be6f960e62e3e35e2cfb311adf0b86781e4a24646b27e846be74c0,5,"[100, 45518, 107, 101, 818, 2803, 15236, 4945, 573, 25465, 236772, 236751, 16711, 6950, 528, 506, 1816, 659, 236787, 108, 236829, 139, 1018, 236770, 236832, 236819, 236778, 236819, 236828, 236828, 1018, 107, 236829, 139, 1018, 236828, 236771, 236810, 236819, 236812, 236812, 236812, 1018, 107, 236829, 139, 1018, 236810, 236771, 236810, 236770, 236832, 236778, 236810, 1018, 107, 236829, 139, 1018, 236819, 236819, 236819, 236819, 236778, 236770, 236771, 1018, 106]",0.6481618599500507,,,,0,e2e
ruler4k/ruler_4096_niah_multivalue_p0336,T_s70,42,67218f00ea86276217c8f8e5a4fa2739ad7a72e31068c476b6b809646343437c,5,"[100, 45518, 107, 101, 818, 2803, 15236, 4945, 573, 13674, 236772, 195365, 6950, 528, 506, 1816, 659, 236787, 108, 236829, 139, 1018, 236832, 236770, 236825, 236819, 236810, 236828, 236825, 1018, 107, 236829, 139, 1018, 236778, 236778, 236819, 236770, 236819, 236812, 236810, 1018, 107, 236829, 139, 1018, 236770, 236828, 236819, 236828, 236832, 236828, 236828, 1018, 107, 236829, 139, 1018, 236812, 236770, 236825, 236771, 236770, 236810, 236778, 1018, 106]",0.6380276090931147,,,,0,e2e
ruler4k/ruler_4096_niah_multivalue_p0305,T_s70,42,0f59017fbd483ac5be5cd70d397811e097d529c2776fc6a0fdce9bbcde2dc055,6,"[100, 45518, 107, 101, 818, 2803, 15236, 4945, 573, 4532, 236772, 106025, 6950, 528, 506, 1816, 659, 236787, 108, 236829, 139, 1018, 236828, 236819, 236770, 236770, 236810, 236800, 236810, 1018, 107, 236829, 139, 1018, 236832, 236810, 236770, 236828, 236778, 236832, 236770, 1018, 107, 236829, 139, 1018, 236778, 236832, 236832, 236778, 236819, 236832, 236812, 1018, 107, 236829, 139, 1018, 236778, 236819, 236778, 236812, 236832, 236810, 236812, 1018, 106]",0.7691621470730752,,,,0,e2e
ruler4k/ruler_4096_niah_multivalue_p0334,T_s70,42,8408b2cc181539d721124293f71f4afe4e80fecf3be6b08f136589ab1aedbfb1,6,"[100, 45518, 107, 101, 818, 2803, 15236, 4945, 573, 92112, 236772, 98973, 6950, 528, 506, 1816, 659, 236787, 108, 236829, 139, 1018, 236800, 236810, 236771, 236825, 236825, 236832, 236800, 1018, 107, 236829, 139, 1018, 236812, 236771, 236778, 236800, 236819, 236800, 236832, 1018, 107, 236829, 139, 1018, 236812, 236825, 236770, 236810, 236832, 236810, 236812, 1018, 107, 236829, 139, 1018, 236832, 236771, 236819, 236770, 236810, 236819, 236770, 1018, 106]",0.7105806688778102,,,,0,e2e
ruler4k/ruler_4096_niah_multiquery_p0250,T_s70,42,d7ebeb31c67ef3aaff04b0a01f7a281e4a285a887e4088bdf1590297df0c5496,6,"[100, 45518, 107, 101, 22515, 580, 506, 1816, 3847, 236764, 506, 2803, 15236, 4945, 659, 236787, 108, 236829, 139, 1018, 1882, 236744, 236772, 3001, 46032, 53121, 236743, 236828, 236771, 236800, 236825, 236778, 236825, 236810, 107, 236829, 139, 1018, 8824, 535, 61540, 236772, 123857, 53121, 236743, 236832, 236800, 236771, 236828, 236778, 236771, 236828, 107, 236829, 139, 1018, 59591, 236772, 110691, 53121, 236743, 236812, 236832, 236810, 236812, 236770, 236819, 236810, 107, 236829, 139, 1018, 21376, 2138, 236772, 6325, 53121, 236743, 236778, 236810, 236778, 236828, 236810, 236819, 236771, 106]",0.7118131259921938,,,,0,e2e
ruler4k/ruler_4096_niah_multiquery_p0250,T_s70,42,d7ebeb31c67ef3aaff04b0a01f7a281e4a285a887e4088bdf1590297df0c5496,6,"[100, 45518, 107, 101, 22515, 580, 506, 1816, 3847, 236764, 506, 2803, 15236, 4945, 659, 236787, 108, 236829, 139, 1018, 1882, 236744, 236772, 3001, 46032, 53121, 236743, 236828, 236771, 236800, 236825, 236778, 236825, 236810, 107, 236829, 139, 1018, 8824, 535, 61540, 236772, 123857, 53121, 236743, 236832, 236800, 236771, 236828, 236778, 236771, 236828, 107, 236829, 139, 1018, 59591, 236772, 110691, 53121, 236743, 236812, 236832, 236810, 236812, 236770, 236819, 236810, 107, 236829, 139, 1018, 21376, 2138, 236772, 6325, 53121, 236743, 236778, 236810, 236778, 236828, 236810, 236819, 236771, 106]",0.7160002749878913,0.4272454376220703,0.2090300750732422,0.010668831976130605,0,profile
ruler4k/ruler_4096_niah_multiquery_p0281,T_s70,42,25f97397c1f56fcb22753a040a6b77236c8ffabd415fc7dc413de0043d0ad5b0,5,"[100, 45518, 107, 101, 22515, 580, 506, 1816, 3847, 236764, 506, 2803, 15236, 4945, 659, 236787, 108, 236829, 139, 1018, 113596, 755, 236772, 236802, 2193, 236772, 21364, 53121, 236743, 236828, 236825, 236812, 236812, 236800, 236810, 236832, 107, 236829, 139, 1018, 31895, 4130, 236772, 13321, 53121, 236743, 236832, 236778, 236828, 236828, 236819, 236771, 236832, 107, 236829, 139, 1018, 236796, 1068, 236772, 228652, 53121, 236743, 236778, 236812, 236810, 236778, 236810, 236778, 236778, 107, 236829, 139, 1018, 33120, 953, 236772, 4711, 712, 53121, 236743, 236770, 236770, 236825, 236770, 236800, 236825, 236810, 106]",1.9129199958406389,,,,0,e2e
ruler4k/ruler_4096_niah_multiquery_p0293,T_s70,42,42cee0d9bcf07b284dea36a84610ce8eacd037e5da27b880199575aa15909544,7,"[100, 45518, 107, 101, 22515, 580, 506, 1816, 3847, 236764, 1590, 659, 506, 2803, 15236, 4945, 236787, 108, 236829, 139, 1018, 236753, 685, 2946, 236772, 162311, 53121, 236743, 236832, 236819, 236828, 236778, 236825, 236819, 236800, 107, 236829, 139, 1018, 68066, 236772, 11341, 17487, 1433, 53121, 236743, 236832, 236810, 236771, 236812, 236812, 236812, 236800, 107, 236829, 139, 1018, 11370, 5935, 236772, 179044, 53121, 236743, 236778, 236770, 236770, 236819, 236825, 236825, 236800, 107, 236829, 139, 1018, 236748, 2448, 1044, 236772, 5355, 504, 53121, 236743, 236825, 236778, 236778, 236819, 236812, 236828, 236770, 106]",0.7952453990001231,,,,0,e2e
ruler4k/ruler_4096_niah_multiquery_p0268,T_s70,42,12e8eabb09dfb861ca9ef3383dc04a81adaf4050c502abdebbfb61c58afacc90,6,"[100, 45518, 107, 101, 22515, 580, 506, 1816, 3847, 236764, 1590, 659, 506, 2803, 15236, 4945, 573, 1546, 8038, 236787, 108, 236829, 139, 1018, 236823, 519, 8356, 236772, 200729, 53121, 236743, 236810, 236828, 236819, 236778, 236778, 236832, 236825, 107, 236829, 139, 1018, 902, 746, 8302, 236772, 96042, 53121, 236743, 236819, 236771, 236832, 236770, 236819, 236825, 236812, 107, 236829, 139, 1018, 160041, 742, 236772, 57969, 19286, 53121, 236743, 236810, 236825, 236825, 236810, 236825, 236828, 236770, 107, 236829, 139, 1018, 155531, 236772, 3352, 19853, 53121, 236743, 236825, 236771, 236800, 236770, 236832, 236819, 236825, 106]",0.7605044487863779,,,,0,e2e
ruler4k/ruler_4096_niah_multiquery_p0273,T_s70,42,561df18acab190c49616d28217638902060fe1a4b0f3aba3eaa0a587cf015a0a,6,"[100, 45518, 107, 101, 22515, 580, 506, 1816, 3847, 236764, 506, 2803, 15236, 4945, 659, 236787, 108, 236829, 139, 1018, 19836, 236772, 39699, 53121, 236743, 236810, 236819, 236828, 236771, 236819, 236832, 236828, 107, 236829, 139, 1018, 236753, 17512, 236772, 133108, 53121, 236743, 236778, 236778, 236812, 236800, 236771, 236800, 236812, 107, 236829, 139, 1018, 22707, 793, 236772, 45848, 53121, 236743, 236778, 236832, 236778, 236770, 236825, 236810, 236828, 107, 236829, 139, 1018, 25984, 12604, 236772, 59723, 53121, 236743, 236828, 236819, 236810, 236812, 236778, 236832, 236771, 106]",0.7595852289814502,,,,0,e2e
