configuration,mode,k,aggregation,value,scope,order,new_max_protection,oracle_refresh,steps,total_tiles,baseline_kept_tiles,additional_skipped_tiles,additional_physical_sparsity,fraction_of_baseline_kept_removed,maximum_absolute_error,mean_relative_error,worst_mean_row_cosine,minimum_row_cosine,masked_mean_relative_error,visible_mean_relative_error,masked_worst_mean_row_cosine,removed_new_maximum_tiles,first_nonzero_error_step
independent:k1:mean_mixed:1e-06:all:score:newmax-none:current_step,independent,1,mean_mixed,1e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:mean_mixed:3e-06:all:score:newmax-none:current_step,independent,1,mean_mixed,3e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:mean_mixed:1e-05:all:score:newmax-none:current_step,independent,1,mean_mixed,1e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:mean_mixed:3e-05:all:score:newmax-none:current_step,independent,1,mean_mixed,3e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:mean_mixed:0.0001:all:score:newmax-none:current_step,independent,1,mean_mixed,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:mean_mixed:0.0003:all:score:newmax-none:current_step,independent,1,mean_mixed,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:mean_mixed:0.001:all:score:newmax-none:current_step,independent,1,mean_mixed,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:mean_mixed:0.003:all:score:newmax-none:current_step,independent,1,mean_mixed,0.003,all,score,none,current_step,16,1024,598,8,0.0078125,0.013377926421404682,0.013433926738798618,0.0014544384321197867,0.9999099969863892,0.9984235167503357,0.0014364406233653426,0.0037401621229946613,0.9999216794967651,0,1
independent:k1:mean_mixed:0.01:all:score:newmax-none:current_step,independent,1,mean_mixed,0.01,all,score,none,current_step,16,1024,598,11,0.0107421875,0.01839464882943144,0.024103105068206787,0.0022867105435580015,0.9997745752334595,0.9950920343399048,0.002251910511404276,0.006706354208290577,0.9998114109039307,0,1
independent:k1:mean_mixed:0.03:all:score:newmax-none:current_step,independent,1,mean_mixed,0.03,all,score,none,current_step,16,1024,598,19,0.0185546875,0.03177257525083612,0.024103105068206787,0.0035971242359664757,0.9997745752334595,0.9950920343399048,0.002303263492649421,0.008028418062167475,0.9998114109039307,0,1
independent:k2:all_max:1e-06:all:score:newmax-none:current_step,independent,2,all_max,1e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:all_max:3e-06:all:score:newmax-none:current_step,independent,2,all_max,3e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:all_max:1e-05:all:score:newmax-none:current_step,independent,2,all_max,1e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:all_max:3e-05:all:score:newmax-none:current_step,independent,2,all_max,3e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:all_max:0.0001:all:score:newmax-none:current_step,independent,2,all_max,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:all_max:0.0003:all:score:newmax-none:current_step,independent,2,all_max,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:all_max:0.001:all:score:newmax-none:current_step,independent,2,all_max,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:all_max:0.003:all:score:newmax-none:current_step,independent,2,all_max,0.003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:all_max:0.01:all:score:newmax-none:current_step,independent,2,all_max,0.01,all,score,none,current_step,16,1024,598,7,0.0068359375,0.011705685618729096,0.006800234317779541,0.0015831259661354125,0.9999661445617676,0.9996366500854492,0.0009939508818206377,0.0024749951262492687,0.9999687075614929,0,1
independent:k2:all_max:0.03:all:score:newmax-none:current_step,independent,2,all_max,0.03,all,score,none,current_step,16,1024,598,15,0.0146484375,0.02508361204013378,0.024103105068206787,0.0033193884446518496,0.9997745752334595,0.9950920343399048,0.0023728880296403076,0.007765608606860042,0.9998114109039307,0,1
independent:k2:veto_max:1e-06:all:score:newmax-none:current_step,independent,2,veto_max,1e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:veto_max:3e-06:all:score:newmax-none:current_step,independent,2,veto_max,3e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:veto_max:1e-05:all:score:newmax-none:current_step,independent,2,veto_max,1e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:veto_max:3e-05:all:score:newmax-none:current_step,independent,2,veto_max,3e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:veto_max:0.0001:all:score:newmax-none:current_step,independent,2,veto_max,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:veto_max:0.0003:all:score:newmax-none:current_step,independent,2,veto_max,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:veto_max:0.001:all:score:newmax-none:current_step,independent,2,veto_max,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:veto_max:0.003:all:score:newmax-none:current_step,independent,2,veto_max,0.003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:veto_max:0.01:all:score:newmax-none:current_step,independent,2,veto_max,0.01,all,score,none,current_step,16,1024,598,7,0.0068359375,0.011705685618729096,0.006800234317779541,0.0015831259661354125,0.9999661445617676,0.9996366500854492,0.0009939508818206377,0.0024749951262492687,0.9999687075614929,0,1
independent:k2:veto_max:0.03:all:score:newmax-none:current_step,independent,2,veto_max,0.03,all,score,none,current_step,16,1024,598,15,0.0146484375,0.02508361204013378,0.024103105068206787,0.0033193884446518496,0.9997745752334595,0.9950920343399048,0.0023728880296403076,0.007765608606860042,0.9998114109039307,0,1
independent:k2:masked_max:1e-06:all:score:newmax-none:current_step,independent,2,masked_max,1e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:masked_max:3e-06:all:score:newmax-none:current_step,independent,2,masked_max,3e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:masked_max:1e-05:all:score:newmax-none:current_step,independent,2,masked_max,1e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:masked_max:3e-05:all:score:newmax-none:current_step,independent,2,masked_max,3e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:masked_max:0.0001:all:score:newmax-none:current_step,independent,2,masked_max,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:masked_max:0.0003:all:score:newmax-none:current_step,independent,2,masked_max,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:masked_max:0.001:all:score:newmax-none:current_step,independent,2,masked_max,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:masked_max:0.003:all:score:newmax-none:current_step,independent,2,masked_max,0.003,all,score,none,current_step,16,1024,598,3,0.0029296875,0.005016722408026756,0.0022676587104797363,0.0008324734953930601,0.9999940395355225,0.9999768733978271,0.0002478846363374032,0.0011419046204537153,0.9999990463256836,0,1
independent:k2:masked_max:0.01:all:score:newmax-none:current_step,independent,2,masked_max,0.01,all,score,none,current_step,16,1024,598,13,0.0126953125,0.021739130434782608,0.024103105068206787,0.002962695900350809,0.9997745752334595,0.9950920343399048,0.0023455753762391396,0.007403687835903838,0.9998114109039307,0,1
independent:k2:masked_max:0.03:all:score:newmax-none:current_step,independent,2,masked_max,0.03,all,score,none,current_step,16,1024,598,15,0.0146484375,0.02508361204013378,0.024103105068206787,0.0033193884446518496,0.9997745752334595,0.9950920343399048,0.0023728880296403076,0.007765608606860042,0.9998114109039307,0,1
independent:k2:q90:1e-06:all:score:newmax-none:current_step,independent,2,q90,1e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:q90:3e-06:all:score:newmax-none:current_step,independent,2,q90,3e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:q90:1e-05:all:score:newmax-none:current_step,independent,2,q90,1e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:q90:3e-05:all:score:newmax-none:current_step,independent,2,q90,3e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:q90:0.0001:all:score:newmax-none:current_step,independent,2,q90,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:q90:0.0003:all:score:newmax-none:current_step,independent,2,q90,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:q90:0.001:all:score:newmax-none:current_step,independent,2,q90,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:q90:0.003:all:score:newmax-none:current_step,independent,2,q90,0.003,all,score,none,current_step,16,1024,598,2,0.001953125,0.0033444816053511705,0.003998597152531147,0.00033475691452622414,0.999994695186615,0.9998565316200256,0.0003286242135800421,0.0011136129032820463,0.999995768070221,0,1
independent:k2:q90:0.01:all:score:newmax-none:current_step,independent,2,q90,0.01,all,score,none,current_step,16,1024,598,13,0.0126953125,0.021739130434782608,0.024103105068206787,0.002962695900350809,0.9997745752334595,0.9950920343399048,0.0023455753762391396,0.007403687835903838,0.9998114109039307,0,1
independent:k2:q90:0.03:all:score:newmax-none:current_step,independent,2,q90,0.03,all,score,none,current_step,16,1024,598,22,0.021484375,0.03678929765886288,0.024103105068206787,0.003920807281247107,0.9997745752334595,0.9950920343399048,0.0024409208290308015,0.008372562497243052,0.9998114109039307,0,1
independent:k2:q95:1e-06:all:score:newmax-none:current_step,independent,2,q95,1e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:q95:3e-06:all:score:newmax-none:current_step,independent,2,q95,3e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:q95:1e-05:all:score:newmax-none:current_step,independent,2,q95,1e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:q95:3e-05:all:score:newmax-none:current_step,independent,2,q95,3e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:q95:0.0001:all:score:newmax-none:current_step,independent,2,q95,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:q95:0.0003:all:score:newmax-none:current_step,independent,2,q95,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:q95:0.001:all:score:newmax-none:current_step,independent,2,q95,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:q95:0.003:all:score:newmax-none:current_step,independent,2,q95,0.003,all,score,none,current_step,16,1024,598,2,0.001953125,0.0033444816053511705,0.003998597152531147,0.00033475691452622414,0.999994695186615,0.9998565316200256,0.0003286242135800421,0.0011136129032820463,0.999995768070221,0,1
independent:k2:q95:0.01:all:score:newmax-none:current_step,independent,2,q95,0.01,all,score,none,current_step,16,1024,598,13,0.0126953125,0.021739130434782608,0.024103105068206787,0.002962695900350809,0.9997745752334595,0.9950920343399048,0.0023455753762391396,0.007403687835903838,0.9998114109039307,0,1
independent:k2:q95:0.03:all:score:newmax-none:current_step,independent,2,q95,0.03,all,score,none,current_step,16,1024,598,21,0.0205078125,0.03511705685618729,0.024103105068206787,0.003868640778819099,0.9997745752334595,0.9950920343399048,0.0024409208290308015,0.008320395994815044,0.9998114109039307,0,1
independent:k2:q99:1e-06:all:score:newmax-none:current_step,independent,2,q99,1e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:q99:3e-06:all:score:newmax-none:current_step,independent,2,q99,3e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:q99:1e-05:all:score:newmax-none:current_step,independent,2,q99,1e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:q99:3e-05:all:score:newmax-none:current_step,independent,2,q99,3e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:q99:0.0001:all:score:newmax-none:current_step,independent,2,q99,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:q99:0.0003:all:score:newmax-none:current_step,independent,2,q99,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:q99:0.001:all:score:newmax-none:current_step,independent,2,q99,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:q99:0.003:all:score:newmax-none:current_step,independent,2,q99,0.003,all,score,none,current_step,16,1024,598,1,0.0009765625,0.0016722408026755853,0.0015961630269885063,0.00015648813860025257,0.9999988675117493,0.9999768733978271,0.00015421977150253952,0.000444570992840454,0.9999990463256836,0,1
independent:k2:q99:0.01:all:score:newmax-none:current_step,independent,2,q99,0.01,all,score,none,current_step,16,1024,598,13,0.0126953125,0.021739130434782608,0.024103105068206787,0.002962695900350809,0.9997745752334595,0.9950920343399048,0.0023455753762391396,0.007403687835903838,0.9998114109039307,0,1
independent:k2:q99:0.03:all:score:newmax-none:current_step,independent,2,q99,0.03,all,score,none,current_step,16,1024,598,19,0.0185546875,0.03177257525083612,0.024103105068206787,0.0036116231785854325,0.9997745752334595,0.9950920343399048,0.002417099245576537,0.008058559884375427,0.9998114109039307,0,1
independent:k2:sum_all:1e-06:all:score:newmax-none:current_step,independent,2,sum_all,1e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:sum_all:3e-06:all:score:newmax-none:current_step,independent,2,sum_all,3e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:sum_all:1e-05:all:score:newmax-none:current_step,independent,2,sum_all,1e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:sum_all:3e-05:all:score:newmax-none:current_step,independent,2,sum_all,3e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:sum_all:0.0001:all:score:newmax-none:current_step,independent,2,sum_all,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:sum_all:0.0003:all:score:newmax-none:current_step,independent,2,sum_all,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:sum_all:0.001:all:score:newmax-none:current_step,independent,2,sum_all,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k2:sum_all:0.003:all:score:newmax-none:current_step,independent,2,sum_all,0.003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
